TDLinx,Chain,Cluster,ACV,Currentpop,CurrentHouseholds,MedianHHincome,MedianYrsSchool,College_4YrsPctPen,College_Less_4YrsPctPen,HighSchoolGradPctPen,HighSchoolNoDiplomaPctPen,_to8YrsElemSchoolPctPen,WhiteCollarPctPen,AllServicePctPen,BlueCollarPctPen,Farm_Forest_FishPctPen,MedianHomeValue,MedianAgeTotalPop,WhitePopPctPen,BlackPopPctPen,Asian_PacificIslanderPopPctPen,PopOtherThanBlack_WhitePctPen,HispanicAncestryPctPen,Address,CityState,Zip,Groc_Count,Groc_Miles,Mass_Count,Mass_Miles,CSD_Volume_Sales,CSD_Volume_per__MM_ACV,CSD_Price,Corp_Pep_Volume_Sales,Corp_Pep_Volume_per__MM_ACV,Corp_Pep_Price,Corp_Coke_Volume_Sales,Corp_Coke_Volume_per__MM_ACV,Corp_Coke_Price,ZIP5,PRIZM_CODE,Prizm_Cluster,C1,C2,C3,S2,S3,S4,T1,T2,T3,T4,U1,U2,U3,lpepvol,lcokvol,lpeppri,lcokpri
16041,TOPS,Rural America,4160000,3768,1441,37958,12.7,12.87,24.97,39.12,16.43,6.61,47.9,19.87,29.69,2.6,114093,38,98.65,0.16,0.4,0.74,0.45,MAIN ST/HWY 9,CHESTERTOWN NY,12817,0,10,0,10,45492.14844,9995.964844,4.882426655,23385.69922,1.1618065343,-2.333787438,8387.250977,1.1271590347,-0.390033914,12817,38,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5482106532,7.4901982372,1.586993422,1.7567411121
16044,TOPS,Rural America,5200000,25599,9033,48715,12.9,15.01,22.84,37.02,14.55,10.59,51.77,16.02,30.39,1.82,116344,35.9,97.56,0.61,0.48,0.85,0.98,100 MAIN ST & MALLERY ST,CORINTH NY,12822,0,10,1,0.0167945418,70754.57813,11680.7793,4.640057964,37608.22656,1.7596747653,-2.580299857,11453.68652,1.3979194285,-0.363772943,12822,43,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7322872448,7.5443859727,1.5707848842,1.7580735921
361576,TOPS,Rural America,2080000,3034,1287,32932,12.7,16.13,22.11,38.59,14.13,9.04,48.93,19.08,30.64,1.35,88851,44.7,97.46,0.53,0.23,0.89,1.12,MAIN ST & HWY 28,INDIAN LAKE NY,12842,1,4.2270228917,0,10,20626.21094,7664.824219,5.10246103,9514.524414,0.2506265924,-0.56349587,4353.47168,0.6360725548,0.202859199,12842,38,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.1800093246,7.3837331531,1.6962611069,1.786400307
16063,TOPS,Rural America,3640000,2595,872,33865,12.6,13.74,22.53,35.94,15.95,11.85,40.58,25.85,29.56,4.01,94219,32.7,97.3,0.42,0.73,1.31,0.96,4669 MAIN ST,NORTH CREEK NY,12853,0,10,0,10,41825.42578,9023.371094,4.755333763,21625.60547,0.8773845832,-2.248194746,7172.273926,0.4896205904,-0.474098255,12853,38,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.4471208452,7.3496573124,1.5925603733,1.7524637148
16101,TOPS,Rural America,3640000,2612,1019,33816,12.7,13.03,24.01,38.9,14.54,9.52,50,21.14,26.95,1.9,106483,38.1,97.82,0.69,0.38,0.8,0.69,MAIN ST,SCHROON LAKE NY,12870,0,10,0,10,36848.70703,10214.23926,5.220276025,18084.78125,1.1740023201,-0.136110155,8600.90918,2.3144561161,0.6658977163,12870,55,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5523249334,7.7086681491,1.7209433761,1.8089669048
16110,TOPS,Rural America,6500000,9379,3617,35438,12.6,14.34,21.88,34.53,17.52,11.73,49.56,15.94,32.61,1.91,104939,38.2,97.88,0.34,0.61,1.12,0.67,3836 MAIN ST,WARRENSBURG NY,12885,1,2.6967286461,1,0.0120529463,73649.65625,10105.75684,4.653999997,36505.66406,1.0720161239,-2.781821384,13651.70313,1.3208341064,-0.101369155,12885,56,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5173870202,7.5292553992,1.5573365696,1.771291336
16112,TOPS,Rural America,2600000,23275,7580,35392,12.5,9.47,24.06,37.1,17.69,11.68,42.56,17.99,34.87,4.6,88609,34.1,87.19,7.42,0.42,0.82,4.57,180 BROADWAY & KIRTLAND ST,WHITEHALL NY,12887,0,10,1,0.3644800285,41057.32031,11995.95117,4.602716819,21663.10742,1.8325814612,-2.650389301,7117.407715,1.9098372521,-0.609931058,12887,43,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7525821638,7.6394458054,1.5661280276,1.7455133119
16124,TOPS,Rural America,2080000,5401,2126,32662,12.6,12.37,20.59,39.13,15.94,11.97,43.25,25.55,27.67,3.52,70396,37,98.5,0.17,0.31,0.67,0.67,24 MAIN ST,AU SABLE FORKS NY,12912,0,10,0,10,36008.00781,12019.33106,4.946343315,23483.31445,2.6919151012,-1.124124585,3999.097168,-0.098831884,0.131227199,12912,43,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.9651097783,7.1996733315,1.6629316348,1.7828633209
16125,TOPS,Rural America,5200000,17964,6666,34845,12.5,13.21,17.81,38.54,17.09,13.35,47.27,13.71,32.15,6.87,81741,35.1,94.75,2.17,0.46,1.2,1.89,HWY 9 & HWY 11,CHAMPLAIN NY,12919,0,10,1,0.050660395,97274.45313,9854.973633,5.022206338,60112.61328,1.6902318554,-0.99867466,13138.79883,-0.129172829,0.6793555774,12919,45,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7125658482,7.1912950251,1.6704867208,1.8096152304
16129,TOPS,Rural America,3640000,5765,2236,32832,12.7,17.17,20.73,36.09,16.69,9.34,48.69,19.91,27.86,3.58,77925,40.2,96.88,1.04,0.56,0.95,1.14,276 COURT ST/ US HWY 9,ELIZABETHTOWN NY,12932,0,10,0,10,40693.83203,9211.733398,5.163598868,22972.8418,1.1819028209,-0.53121858,6747.547852,0.3894786964,0.2234596341,12932,43,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5549811818,7.3256697518,1.6981465931,1.7874151865
16130,TOPS,Rural America,3120000,5060,1942,35871,12.7,13.54,22.67,35.98,17.36,10.44,49.1,21.26,26.04,3.65,73960,37.6,97.69,0.53,0.36,0.75,1.03,1716 FRONT ST,KEESEVILLE NY,12944,1,1.2939844837,0,10,50799.69531,13950.82813,4.924361782,34330.67188,3.5973301417,-1.205026621,4670.319336,-0.239695582,-0.183213891,12944,45,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,9.1488711981,7.1601677505,1.6580289473,1.7671873884
16132,TOPS,Rural America,5200000,5840,2635,30836,13.7,27.05,28.08,24.45,15.83,4.59,59.24,20.54,17.72,2.51,125328,37.5,98.34,0.26,0.41,1.04,0.36,102 SARA0C AVE,LAKE PLACID NY,12946,2,0.5459704323,0,10,40071.70313,7176.582031,5.187719358,16517.53711,-0.098866107,-0.89972401,9153.350586,0.7933758229,0.2977746925,12946,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,7.9927932676,7.4190849505,1.676405909,1.7910677782
16141,TOPS,Small Town Living,2600000,12833,4679,46467,13,15.9,24.26,39.04,12.81,7.99,51.22,18.73,26.98,3.07,92680,34.2,97.37,0.78,0.71,1.08,0.77,50 S MAIN ST,PERU NY,12972,1,4.1586660491,0,10,46928.28516,12634.12109,5.06942866,30495.16992,2.9060842083,-0.848605489,5268.782715,0.11450191,0.3473282169,12972,51,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0117237612,7.2566806926,1.6794501278,1.7934959453
16142,TOPS,Rural America,3120000,9351,3508,36766,12.6,13.81,18.12,42.78,14.63,10.67,42.43,13.02,31.37,13.19,86864,36.3,96.4,1.06,0.6,1.11,1.43,1 S MAIN ST,PORT HENRY NY,12974,0,10,0,10,52891.62109,12965.15332,5.254841655,35446.90234,3.1938618419,-0.388409827,6573.197266,0.5749162472,0.5334310375,12974,58,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,9.0711217439,7.3696444864,1.7064464047,1.8025628589
16145,TOPS,Rural America,3640000,7202,2553,35840,13.2,20.06,31.06,31.37,9.73,7.78,58.27,20.93,19.39,1.41,84399,35.3,85.35,6.72,0.69,1.22,6.72,54 CHURCH ST,SARA0C LAKE NY,12983,1,1.1356469254,2,0.9012558442,43364.41797,8977.824219,5.037759302,22539.24219,0.8795595313,-0.766939573,7815.290039,0.6532782884,-0.214260389,12983,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4479339619,7.3876613462,1.6842943629,1.7656262044
16149,TOPS,Small Town Living,3640000,2370,1060,35963,13.3,24.68,27.58,30.61,8.84,8.35,61.16,19.16,18.65,1.11,84619,40.5,97.34,0.8,0.63,1.18,0.68,211 LAKE FLOWER AVE,SARA0C LAKE NY,12983,1,1.1356469254,2,0.8953577111,36109.92969,8374.320313,5.219694808,18483.58984,0.6575896248,-0.388581123,7734.092285,1.1286605347,-0.243891155,12983,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.3613396138,7.490506978,1.7064364905,1.7641339343
16153,TOPS,Rural America,4680000,6795,2572,34000,12.5,12.56,19.43,31.7,15.38,20.94,45.03,27.72,25.08,2.17,74565,38.5,90.63,3.02,0.19,0.53,5.83,94 DEMARS BLVD,TUPPER LAKE NY,12986,1,0.9245151786,2,0.0705503408,62200.51172,9004.011719,5.090181194,34673.69141,1.0813900221,-1.072202522,11862.48926,0.9415756134,0.2186472006,12986,45,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.5206497108,7.4512849971,1.6660655111,1.7871781944
16156,TOPS,Rural America,1560000,3565,1407,36734,12.6,14.64,20.47,38.42,15.38,11.08,44.89,12.12,34.22,8.77,91157,39.6,98.54,0.28,0.22,0.73,0.45,3 S MAIN ST,WILLSBORO NY,12996,0,10,0,10,26197.05078,11260.19141,5.065610767,14988.84863,1.9123661572,-0.713336313,4285.168945,1.1584332364,-0.032347736,12996,38,T3,0,0,0,0,0,0,0,0,1,0,0,0,0,8.774329647,7.4966092857,1.6874612765,1.7747392401
16166,TOPS,Small Town Living,15600000,49854,19582,37419,12.8,14.81,26.07,33.86,17.2,8.06,51.33,17.15,28.16,3.36,72783,37,95.08,2.51,0.8,1.21,1.2,352 GENESEE ST,AUBURN NY,13021,8,1.9893644126,5,2.7144735223,147322.2031,7838.659668,5.421717556,91984.45313,1.0062543265,-0.001091059,17165.85352,-1.261258261,1.6215375443,13021,41,C2,0,1,0,0,0,0,0,0,0,0,0,0,0,8.4941936077,6.8145256117,1.7286160097,1.8539903529
16167,WEGMANS,Small Town Living,31200000,85254,32014,41585,13,16.48,26.28,33.44,16.6,7.2,51.88,15.4,29.1,3.63,82417,37.2,94.84,2.7,0.65,1.08,1.38,40-62 GENESEE ST,AUBURN NY,13021,8,1.3385698768,5,1.7376987676,229587.4844,6015.031738,5.510697822,82010.53125,-0.574121982,1.8796318899,55596.81641,0.2542142061,-0.419421238,13021,41,C2,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6643232602,7.29232762,1.8297867468,1.755247893
935762,WEGMANS,Affluent Elite,28600000,39693,14247,54686,13.2,17.94,29.7,36.84,11.85,3.66,61.86,10.81,26.69,0.63,95411,35.3,95.45,1.81,1.06,1.73,1,7954 BREWERTON RD,CICERO NY,13039,9,2.2826327927,10,2.6418247438,229053.5469,5654.089355,5.250089516,75705.625,-0.727647253,1.1670626852,61065.65234,0.3665550701,-1.512544309,13039,20,T1,0,0,0,0,0,0,1,0,0,0,0,0,0,7.5300941944,7.3200968367,1.7926492399,1.6980584065
560424,TOPS,Small Town Living,26000000,65012,23104,38054,13.1,19.07,25.26,33.84,15.18,6.65,53.17,14.42,28.17,4.24,89471,34.6,94.91,2.35,0.54,1.03,1.71,3918 ST HWY 281 & ST HWY 222,CORTLANDVILLE NY,13045,7,1.3351529751,6,1.1446987552,195059.0469,6423.378906,5.251265983,104193.9219,0.1709928486,-0.463319924,35054.17578,-0.610717548,0.8393163865,13045,53,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,8.1403294197,7.0479652784,1.7021013434,1.8172892425
16245,WEGMANS,Inner City,26000000,65608,26884,42479,13.5,25.4,25.02,30.75,12.96,5.87,65.54,13.05,20.19,1.22,91713,36.6,79.98,13.26,2.07,4.42,2.34,4256 JAMES ST,EAST SYRACUSE NY,13057,47,3.099678854,18,2.86508918,214626.4375,6134.765625,5.310002874,75673.96875,-0.562114817,1.3242061534,49626.64453,0.1178974379,-1.342040402,13057,28,T2,0,0,0,0,0,0,0,1,0,0,0,0,0,7.6740992586,7.2575622832,1.800958564,1.7071968723
576565,WEGMANS,Small Town Living,29900000,36555,14218,72152,15.2,47.76,24.41,19.98,5.65,2.21,79.85,7.87,11.78,0.5,144000,41.3,92.15,2.75,3.41,3.9,1.2,6789 E GENESSE ST,FAYETTEVILLE NY,13066,32,3.5761553138,9,2.8833283278,336217.5,3695.514648,5.417608765,86116.32813,-1.254765883,1.395415053,113192.2344,-0.354693987,-1.16261215,13066,09,T1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.8503983304,7.1267173465,1.804701286,1.7167243161
16267,TOPS,Small Town Living,15600000,46238,16743,38504,12.6,10.6,19.78,43.89,18.31,7.42,45.88,12.2,39.49,2.43,73666,34.9,97.42,0.47,0.35,0.95,1.15,12 W 1ST ST,FULTON NY,13069,5,1.1690454977,2,1.2564045191,176561.5781,7970.744141,5.458761599,105547.2578,0.934821028,0.1951280653,28023.70117,-0.301893888,1.4422255255,13069,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.4683750385,7.1422147392,1.7396625085,1.8456954014
16317,WEGMANS,Mid Down Suburbs,39000000,35563,14268,47401,13.3,20.26,29.07,34.54,11.6,4.52,67.36,10.48,21.82,0.34,91400,37.6,91.94,3.4,2.53,3.17,1.49,4979 W TAFT RD,LIVERPOOL NY,13088,26,3.4126522196,19,3.2510224967,235388.2188,5250.844238,5.274885385,75059.375,-0.84036858,1.4894964469,62339.38672,0.051052409,-1.235813427,13088,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.4186326594,7.2400625341,1.809624798,1.7128483641
16321,WEGMANS,Mid Down Suburbs,26000000,31958,12266,54267,13.7,25.46,28.85,33.64,9.7,2.36,69.34,9.52,20.7,0.46,96887,36.7,93.89,2.62,1.71,2.22,1.27,7518 OSWEGO RD,LIVERPOOL NY,13090,15,3.5743767573,10,2.9950013744,189088.9531,5578.04834,5.228077096,62303.30078,-0.747902264,0.959032801,52804.89844,0.508392139,-1.462501661,13090,12,C1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5109595215,7.3540904272,1.7815418918,1.7007492021
370810,WEGMANS,Small Town Living,42900000,63822,23007,50801,13.3,19.69,26.22,36.43,13.52,4.13,60.48,9.79,28.96,0.77,96858,35.3,96.15,1.3,0.99,1.69,0.86,3955 ST HWY 31,LIVERPOOL NY,13090,5,2.7979692157,6,2.6762513862,235369.9063,5444.370605,5.317745989,78788.36719,-0.758102129,1.0492091837,69279.60156,0.6328679895,-1.384753865,13090,12,C1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5011834175,7.38299982,1.7863718391,1.7049153948
361215,TOPS,Small Town Living,10400000,39573,13987,37273,12.9,18.9,21.96,36.07,15.96,7.11,52.59,17.79,28.42,1.21,77707,32.7,95.48,1.03,0.93,1.42,2.07,293 F ST RTE 104/AMES PLAZA,OSWEGO NY,13126,5,0.9580586342,3,1.0943682552,123056.0469,7877.649902,5.561911766,69267.54688,0.7455411592,0.5602719008,22516.21094,0.1732914262,1.1088718928,13126,53,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,8.3965531241,7.2718356933,1.7598996389,1.8300892236
16458,WEGMANS,Inner City,11700000,40999,19603,26505,12.7,15.15,22.06,30.86,18.86,13.07,58.31,16.25,24.72,0.72,75475,37.1,74.99,12.58,5.94,7.82,4.61,700 1ST NORTH ST,SYRACUSE NY,13208,58,2.7788752514,25,2.9816798185,104292.875,7174.673828,5.046056598,37440.32422,-0.321092409,0.9589746236,19012.5957,-0.178766703,-1.612624963,13208,61,U3,0,0,0,0,0,0,0,0,0,0,0,0,1,7.8524794267,7.1774472723,1.7815387682,1.6926552475
16515,WEGMANS,Mid Down Suburbs,28600000,55433,21699,34047,13,19,23.99,29.16,17.65,10.2,59.88,17.93,21.37,0.81,84787,36.2,60.79,29.89,0.95,2.73,6.59,4722 ONONDAGA BLVD,SYRACUSE NY,13219,48,3.0499188314,20,3.2190055461,207811.8594,5412.859375,5.279167552,67560.98438,-0.792215574,1.326781626,51928.08203,-0.055857996,-1.487788269,13219,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.467775003,7.2114212304,1.8010941746,1.6993904449
179083,WEGMANS,Mid Down Suburbs,40300000,45782,18109,46108,13.4,22.4,27.62,32.61,12.35,5.02,67.84,11.28,19.84,1.04,96012,39.4,95.88,1.07,1.04,1.8,1.25,3325 W GENESEE ST,SYRACUSE NY,13219,34,3.5942836642,13,2.5688431868,259851.0313,5143.959473,5.35673841,83267.13281,-0.855533775,1.3508860579,71619.94531,0.124393765,-1.395342398,13219,39,S3,0,0,0,0,1,0,0,0,0,0,0,0,0,7.4026421258,7.2592467804,1.8023624946,1.7043490177
348240,TOPS,Rural America,5200000,24421,7817,39529,13.1,18.42,23.4,36.66,15.72,5.8,49.18,16.28,25.8,8.73,73027,30.4,94.69,2.42,1.09,1.44,1.45,100 UTICA ST,HAMILTON NY,13346,2,0.1711359254,1,0.5228299044,85884.91406,7717.837891,5.121191522,39805.60938,0.2571434556,-0.929396012,20451.00781,1.2351416089,0.1768495987,13346,28,T2,0,0,0,0,0,0,0,1,0,0,0,0,0,8.1831879094,7.5121622275,1.6746346167,1.7851174724
940785,TOPS,Mid Down Suburbs,15600000,52523,19875,47712,13.7,27.11,27.22,28.96,10.65,6.06,67.93,11.66,17.79,2.62,122710,38,93.43,2.68,1.67,1.97,1.93,50 KELLOGG RD,NEW HARTFORD NY,13413,15,2.8627225581,10,2.3680778281,128969.6172,5508.610352,5.085895049,55765.23047,-0.432145137,-1.056337775,27905.53906,-0.516657569,0.2729065597,13413,28,T2,0,0,0,0,0,0,0,1,0,0,0,0,0,7.7742189518,7.0776234128,1.6670211091,1.7898469919
173880,TOPS,Small Town Living,5200000,44342,16765,38200,12.7,13.11,23.79,39.25,16.52,7.34,48.14,14.51,33.35,4,79081,36,94.13,2.68,0.55,1.41,1.79,142 GENESEE ST,ONEIDA NY,13421,6,1.7477072525,4,0.9445202984,100975.5469,8710.662109,5.160524787,59902.21094,1.1604014718,-0.786945303,14408.48633,-0.408346119,0.4293952067,13421,48,T4,0,0,0,0,0,0,0,0,0,1,0,0,0,8.5477355624,7.110719939,1.6831098372,1.7975043786
968552,TOPS,Inner City,10400000,66165,27551,31384,12.6,12.44,25.41,30.78,16.89,14.48,56.87,17.49,24.92,0.72,94316,36.8,82.21,10.5,2.24,2.68,4.62,1122 MOHAWK ST,UTICA NY,13501,15,2.8564730615,12,2.8974599842,148790.0156,11304.86523,3.934850719,49329.375,0.3498604961,-1.074568953,14405.07129,-0.768580437,-0.212652725,13501,60,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,8.2273490177,6.9961230258,1.6659228931,1.7657071062
420719,WEGMANS,Inner City,53300000,80151,31162,42397,13.4,22.83,25.97,31.14,12.68,7.39,63.6,13.45,21.88,1.07,104911,38.2,90.79,2.42,4.44,4.78,2.01,650 HARRY L DR,JOHNSON CITY NY,13790,19,2.968304028,13,2.9736828356,310030.375,4563.242188,4.783861904,83024.55469,-1.096252738,-1.678404194,90297.59375,-0.124785693,-2.264174638,13790,60,C3,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1071162019,7.1925108324,1.6288500961,1.656747102
